city,longitude,latitude,maxtemp_f,humidity_percent,cloudiness_percent,windspeed_mph,country,date
Puerto del Rosario,-13.8627,28.5004,64.08,94.0,0.0,10.36,ES,2022-02-05 22:33:30-05:00
Saint-François,3.9054,46.4154,37.42,86.0,0.0,6.91,FR,2022-02-05 22:33:30-05:00
Camacha,-16.3333,33.0833,62.53,82.0,40.0,24.16,PT,2022-02-05 22:33:31-05:00
Etchoropo,-109.6667,26.7667,60.42,64.0,0.0,7.87,MX,2022-02-05 22:33:31-05:00
Aasiaat,-52.8699,68.7098,-10.98,92.0,100.0,7.07,GL,2022-02-05 22:33:31-05:00
Perth,115.8333,-31.9333,82.67,62.0,32.0,5.75,AU,2022-02-05 22:31:19-05:00
Kumul,93.45,42.8,30.56,23.0,100.0,11.32,CN,2022-02-05 22:33:32-05:00
Hualmay,-77.6139,-11.0964,69.69,83.0,100.0,8.1,PE,2022-02-05 22:31:00-05:00
Sambava,50.1667,-14.2667,76.1,82.0,73.0,3.76,MG,2022-02-05 22:33:32-05:00
Wajir,40.0573,1.7471,73.22,81.0,40.0,11.63,KE,2022-02-05 22:33:32-05:00
Portland,-122.6762,45.5234,46.85,86.0,0.0,1.01,US,2022-02-05 22:27:49-05:00
Natchitoches,-93.1335,31.7668,32.68,93.0,0.0,0.0,US,2022-02-05 22:33:32-05:00
Santa Lucía,-15.5407,27.9117,63.77,32.0,0.0,4.61,ES,2022-02-05 22:33:33-05:00
Hof,11.9167,50.3167,38.44,81.0,100.0,17.27,DE,2022-02-05 22:33:33-05:00
Kautokeino,23.0412,69.0125,22.68,92.0,99.0,20.24,NO,2022-02-05 22:33:33-05:00
Bagdarin,113.6,54.4333,4.33,75.0,59.0,2.06,RU,2022-02-05 22:33:34-05:00
Morgan City,-91.2068,29.6994,37.4,93.0,0.0,0.0,US,2022-02-05 22:33:34-05:00
Buala,159.5921,-8.145,86.27,71.0,90.0,8.97,SB,2022-02-05 22:33:34-05:00
Trat,102.5,12.5,86.2,45.0,58.0,15.23,TH,2022-02-05 22:33:35-05:00
Uvira,29.1458,-3.4067,71.02,78.0,97.0,2.06,CD,2022-02-05 22:33:35-05:00
Olginskaya,39.9492,47.1879,25.93,82.0,99.0,5.06,RU,2022-02-05 22:33:35-05:00
Westport,-73.3579,41.1415,21.79,54.0,0.0,5.99,US,2022-02-05 22:33:36-05:00
Dukat,155.55,62.55,-10.01,69.0,38.0,2.01,RU,2022-02-05 22:33:36-05:00
Ust-Tsilma,52.1498,65.441,-7.04,100.0,90.0,4.79,RU,2022-02-05 22:33:36-05:00
Kŭlob,69.783,37.9145,48.96,66.0,100.0,0.0,TJ,2022-02-05 22:33:37-05:00
Bom Jesus da Lapa,-43.4181,-13.255,73.0,85.0,100.0,4.99,BR,2022-02-05 22:33:37-05:00
Butembo,29.2833,0.15,58.69,74.0,100.0,2.19,CD,2022-02-05 22:33:37-05:00
Ahipara,173.1667,-35.1667,73.51,91.0,100.0,3.42,NZ,2022-02-05 22:33:37-05:00
Kīhei,-156.4656,20.785,78.82,72.0,0.0,16.11,US,2022-02-05 22:33:38-05:00
Paranaíba,-51.1908,-19.6772,72.25,94.0,99.0,2.59,BR,2022-02-05 22:33:38-05:00
Kaura Namoda,6.5779,12.5898,61.21,23.0,0.0,10.83,NG,2022-02-05 22:33:38-05:00
Saint-Pierre,55.4781,-21.3393,80.28,74.0,0.0,6.91,RE,2022-02-05 22:33:39-05:00
Alamogordo,-105.9603,32.8995,41.4,66.0,0.0,1.99,US,2022-02-05 22:34:39-05:00
Bako,36.5667,5.7833,67.35,51.0,97.0,3.49,ET,2022-02-05 22:34:39-05:00
Maceió,-35.7353,-9.6658,74.64,88.0,40.0,2.3,BR,2022-02-05 22:30:34-05:00
Lynn Haven,-85.6483,30.2455,46.38,65.0,3.0,1.99,US,2022-02-05 22:34:40-05:00
Nālūt,10.85,30.3333,52.23,24.0,100.0,10.69,LY,2022-02-05 22:34:41-05:00
Moussoro,16.4901,13.6408,58.42,21.0,0.0,15.08,TD,2022-02-05 22:34:41-05:00
Ngunguru,174.5,-35.6167,75.16,84.0,100.0,9.37,NZ,2022-02-05 22:34:41-05:00
Olafsvik,-23.7142,64.8945,29.44,69.0,98.0,28.27,IS,2022-02-05 22:32:19-05:00
Bubaque,-15.8333,11.2833,77.5,62.0,1.0,7.4,GW,2022-02-05 22:34:42-05:00
Dillon,-79.3712,34.4166,37.38,47.0,0.0,8.3,US,2022-02-05 22:34:42-05:00
Nanortalik,-45.2371,60.1432,9.81,59.0,100.0,13.47,GL,2022-02-05 22:34:42-05:00
Palma Soriano,-75.9989,20.2172,72.46,83.0,21.0,1.68,CU,2022-02-05 22:34:42-05:00
Sabha,14.4283,27.0377,50.31,34.0,6.0,9.82,LY,2022-02-05 22:34:43-05:00
Bānsi,82.9333,27.1833,57.96,67.0,0.0,6.08,IN,2022-02-05 22:34:43-05:00
Paphos,32.4167,34.7667,49.78,76.0,20.0,6.91,CY,2022-02-05 22:34:43-05:00
Weligama,80.4167,5.9667,81.72,65.0,42.0,5.73,LK,2022-02-05 22:34:44-05:00
Auch,0.5833,43.65,39.25,86.0,3.0,1.99,FR,2022-02-05 22:34:44-05:00
Srednekolymsk,153.6833,67.45,-27.94,96.0,18.0,0.72,RU,2022-02-05 22:34:44-05:00
Ekhabi,142.9671,53.5102,3.13,88.0,100.0,20.54,RU,2022-02-05 22:34:45-05:00
Paramonga,-77.8333,-10.6667,70.2,84.0,59.0,7.36,PE,2022-02-05 22:34:45-05:00
Hervey Bay,152.8535,-25.2986,77.11,56.0,41.0,25.17,AU,2022-02-05 22:34:45-05:00
Houston,-95.3633,29.7633,42.1,60.0,0.0,3.0,US,2022-02-05 22:32:56-05:00
Anadyr,177.4833,64.75,-5.3,71.0,0.0,2.24,RU,2022-02-05 22:34:45-05:00
Forsytheganj,29.7333,52.6333,30.79,90.0,97.0,12.35,BY,2022-02-05 22:34:46-05:00
Frankfort,28.4833,-27.2667,56.48,88.0,68.0,9.24,ZA,2022-02-05 22:34:03-05:00
Bonavista,-53.1147,48.6499,32.11,97.0,100.0,20.29,CA,2022-02-05 22:34:46-05:00
Urengoy,78.3667,65.9667,-22.95,100.0,97.0,4.47,RU,2022-02-05 22:34:47-05:00
Port Augusta,137.7667,-32.5,92.71,16.0,95.0,10.56,AU,2022-02-05 22:34:47-05:00
Oriximiná,-55.8661,-1.7656,73.81,94.0,99.0,2.15,BR,2022-02-05 22:34:47-05:00
Takoradze,-1.7554,4.8845,78.73,86.0,3.0,6.6,GH,2022-02-05 22:34:48-05:00
Tulum,-87.4667,20.2167,75.25,94.0,68.0,6.26,MX,2022-02-05 22:34:48-05:00
Oistins,-59.5333,13.0667,77.09,73.0,40.0,11.5,BB,2022-02-05 22:34:48-05:00
